,family,genus,species
83102,Paramyxoviridae,,Rodent Paramyxovirus Rha_pum/NS13/RSA/2009
83103,Paramyxoviridae,,Rodent Paramyxovirus Rha_pum/NS66/RSA/2009
83104,Paramyxoviridae,,Rodent Paramyxovirus Rha_pum/NS22/RSA/2009
83105,Paramyxoviridae,,Rodent Paramyxovirus Rha_pum/NS72/RSA/2009
83106,Paramyxoviridae,,Rodent Paramyxovirus Rha_pum/NS16/RSA/2009
83107,Paramyxoviridae,,Rodent Paramyxovirus Myo_gla/RMU10-712/GER/2010
83108,Paramyxoviridae,,Rodent Paramyxovirus Myo_gla/RMU10-1414/GER/2010
83109,Paramyxoviridae,,Rodent Paramyxovirus Apo_fla/RMU10-751/GER/2010
83110,Paramyxoviridae,,Rodent Paramyxovirus Mic_agr/RMU10-869/GER/2010
83111,Paramyxoviridae,,Rodent Paramyxovirus Mic_arv/RMU10-883/GER/2010
83112,Paramyxoviridae,,Rodent Paramyxovirus Myo_gla/RMU10-CY/GER/2010
83113,Paramyxoviridae,,Bat Paramyxovirus Des_rot/BR21/BRA/2008
83114,Paramyxoviridae,,Bat Paramyxovirus Des_rot/BR22/BRA/2008
83115,Paramyxoviridae,,Bat Paramyxovirus Des_rot/BR222/BRA/2009
83116,Paramyxoviridae,,Bat Paramyxovirus Glo_sor/BR190/BRA/2009
83117,Paramyxoviridae,,Bat Paramyxovirus Car_bre//BR96/BRA/2009
83118,Paramyxoviridae,,Bat Paramyxovirus Car_bre/BR100/BRA/2009
83119,Paramyxoviridae,,Bat Paramyxovirus Car_bre/BR102/BRA/2009
83120,Paramyxoviridae,,Bat Paramyxovirus Car_per/BR310/BRA/2009
83121,Paramyxoviridae,,Rodent Paramyxovirus Rat_rat/TP180/THA/2007
83122,Flaviviridae,Pegivirus,Pegivirus B
83123,Picornaviridae,Cosavirus,Cosavirus JFD-2011
83125,Betaflexiviridae,Vitivirus,Actinidia virus A
83126,Betaflexiviridae,Vitivirus,Actinidia virus B
83434,Potyviridae,Potyvirus,Yam bean mosaic virus
83436,Partitiviridae,Betapartitivirus,Cannabis cryptic virus
83447,Bunyaviridae,Hantavirus,Hantavirus NFG289
83448,Bunyaviridae,Hantavirus,Hantavirus NFG297
83449,Bunyaviridae,Hantavirus,Hantavirus NFG299
83450,Bunyaviridae,Hantavirus,Hantavirus NFG313
83451,Bunyaviridae,Hantavirus,Hantavirus NFG339
83452,Bunyaviridae,Hantavirus,Hantavirus NFG354
83453,Bunyaviridae,Hantavirus,Hantavirus NFG357
83521,Coronaviridae,Betacoronavirus,Bat coronavirus 2265/Philippines/2010
83522,Coronaviridae,Alphacoronavirus,Bat coronavirus 2231/Philippines/2010
83764,Paramyxoviridae,,Tailam virus
83858,Arteriviridae,,Wobbly possum disease virus
83881,Secoviridae,,Chocolate lily virus A
83889,Virgaviridae,Tobamovirus,Rattail cactus necrosis-associated virus
83932,Astroviridae,Mamastrovirus,Astrovirus rabbit/Nausica/2008/ITA
83935,Flaviviridae,Flavivirus,Hanko virus
83936,Geminiviridae,Begomovirus,Cassava mosaic Madagascar virus
83970,Parvoviridae,Protoparvovirus,Porcine parvovirus 2
83971,Parvoviridae,Protoparvovirus,Porcine parvovirus 3
83972,Parvoviridae,Bocaparvovirus,Porcine bocavirus type 1-2
83973,Parvoviridae,Bocaparvovirus,Porcine bocavirus 6V7V
83974,Parvoviridae,Bocaparvovirus,Porcine boca-like virus
83975,Circoviridae,Circovirus,European catfish circovirus
83993,Circoviridae,,Circoviridae bovine stool/BK/KOR/2011
83994,Tymoviridae,Tymovirus,Cassia yellow mosaic-associated virus
84004,Caliciviridae,Nebovirus,Nebovirus Bo/MonastirB122/2007/TUN
84005,Caliciviridae,Nebovirus,Nebovirus Bo/MonastirB143/2009/TUN
84006,Caliciviridae,Nebovirus,Nebovirus Bo/MonastirB28/2006/TUN
84007,Caliciviridae,Nebovirus,Nebovirus Bo/MonastirB58/2006/TUN
84008,Caliciviridae,Nebovirus,Nebovirus Bo/MonastirB94-1/2007/TUN
84020,Birnaviridae,,Espirito Santo virus
84038,Parvoviridae,Bocaparvovirus,Pine marten bocavirus
84039,Circoviridae,,Meles meles circovirus-like virus
84041,Hepadnaviridae,Avihepadnavirus,Parrot hepatitis B virus
84042,Virgaviridae,Tobamovirus,Clitoria yellow mottle virus
84069,Geminiviridae,Begomovirus,Centrosema yellow spot virus
84070,Geminiviridae,Begomovirus,Macroptilium yellow net virus
84071,Geminiviridae,Begomovirus,Macroptilium yellow spot virus
84072,Geminiviridae,Begomovirus,Macroptilium yellow vein virus
84073,Geminiviridae,Begomovirus,Tomato crinkle leaf yellows virus
84143,Hypoviridae,Hypovirus,Valsa ceratosperma hypovirus 1
84164,Geminiviridae,Begomovirus,Sauropus leaf curl virus
84205,Astroviridae,Mamastrovirus,Canine astrovirus VM-2011
84225,Secoviridae,Fabavirus,Cucurbit mild mosaic virus
84226,Geminiviridae,Begomovirus,Tomato leaf curl Lucknow virus
84227,Parvoviridae,Tetraparvovirus,Chiropteran tetraparvovirus 1
84228,Parvoviridae,,Artibeus jamaicensis parvovirus 1
84235,Parvoviridae,Bocaparvovirus,Porcine bocavirus 5
84236,Picornaviridae,Kobuvirus,Kobuvirus korean black goat/South Korea/2010
84237,Paramyxoviridae,,Paramyxovirus bat/E155/2009
84238,Paramyxoviridae,,Paramyxovirus bat/E20/2009
84239,Paramyxoviridae,,Paramyxovirus bat/E95/2009
84240,Endornaviridae,Endornavirus,Persea americana endornavirus 1
84321,Paramyxoviridae,,Eidolon paramyxovirus RC09
84328,Paramyxoviridae,,Paramyxovirus IFBPV01/2010
84329,Paramyxoviridae,,Paramyxovirus IFBPV25/2011
84330,Paramyxoviridae,,Paramyxovirus IFBPV32/2011
84331,Paramyxoviridae,,Paramyxovirus IFBPV39/2011
84332,Paramyxoviridae,,Paramyxovirus IFBPV46/2011
84413,Rhabdoviridae,Nucleorhabdovirus,Nucleorhabdovirus SR/Kadapa
84414,Rhabdoviridae,Nucleorhabdovirus,Nucleorhabdovirus SR/Kurnool
84415,Rhabdoviridae,Nucleorhabdovirus,Nucleorhabdovirus SR/Tirupati
84427,Bunyaviridae,Orthobunyavirus,Schmallenberg virus
84435,Paramyxoviridae,,Eidolon helvum paramyxovirus
84436,Narnaviridae,Mitovirus,Sclerotinia sclerotiorum mitovirus 1
84437,Narnaviridae,Mitovirus,Sclerotinia sclerotiorum mitovirus 2
84439,Totiviridae,,Piscine myocarditis virus TT-2012
84465,Bunyaviridae,Hantavirus,Hantavirus MGB/1209
84470,Bunyaviridae,Orthobunyavirus,Zungarococha virus
84471,Geminiviridae,Begomovirus,Calendula officinalis yellow vein Lakshmangarh virus
84472,Geminiviridae,Begomovirus,Chrysanthemum indicum yellow vein Delhi virus
84473,Geminiviridae,Begomovirus,Citrus limon leaf curl Sikar virus
84474,Geminiviridae,Begomovirus,Clerodendrum inerme yellow vein mosaic Delhi virus
84475,Geminiviridae,Begomovirus,Croton sparsiflorus yellow vein Lakshmangarh virus
84476,Geminiviridae,Begomovirus,Cyamopsis tetragonoloba leaf curl Sikar virus
84477,Geminiviridae,Begomovirus,Duranta erecta leaf curl Lakshmangarh virus
84478,Geminiviridae,Begomovirus,Jasminum sambac leaf curl Lakshmangarh virus
84479,Geminiviridae,Begomovirus,Luffa cylindrica yellow mosaic Bhatinda virus
84480,Geminiviridae,Begomovirus,Millingtonia hortensis yellow vein mosaic Lakshmangarh virus
84481,Geminiviridae,Begomovirus,Raphanus sativus leaf curl Bhatinda virus
84482,Geminiviridae,Begomovirus,Spinacia oleracea leaf curl Bhatinda virus
84483,Geminiviridae,Begomovirus,Verbesina encelioides yellow vein Lakshmangarh virus
84485,Arenaviridae,Mammarenavirus,Lunk mammarenavirus
85157,Narnaviridae,Mitovirus,Gremmeniella abietina mitochondrial RNA virus S10
85158,Narnaviridae,Mitovirus,Gremmeniella abietina mitochondrial RNA virus S11
85159,Narnaviridae,Mitovirus,Gremmeniella abietina mitochondrial RNA virus S12
85160,Narnaviridae,Mitovirus,Gremmeniella abietina mitochondrial RNA virus S13
85161,Narnaviridae,Mitovirus,Gremmeniella abietina mitochondrial RNA virus S14
85162,Narnaviridae,Mitovirus,Gremmeniella abietina mitochondrial RNA virus S15
85163,Narnaviridae,Mitovirus,Gremmeniella abietina mitochondrial RNA virus S16
85164,Narnaviridae,Mitovirus,Gremmeniella abietina mitochondrial RNA virus S17
85165,Narnaviridae,Mitovirus,Gremmeniella abietina mitochondrial RNA virus S18
85166,Narnaviridae,Mitovirus,Gremmeniella abietina mitochondrial RNA virus S19
85167,Narnaviridae,Mitovirus,Gremmeniella abietina mitochondrial RNA virus S20
85168,Narnaviridae,Mitovirus,Gremmeniella abietina mitochondrial RNA virus S21
85169,Narnaviridae,Mitovirus,Gremmeniella abietina mitochondrial RNA virus S22
85170,Narnaviridae,Mitovirus,Gremmeniella abietina mitochondrial RNA virus S23
85171,Narnaviridae,Mitovirus,Gremmeniella abietina mitochondrial RNA virus S24
85172,Narnaviridae,Mitovirus,Gremmeniella abietina mitochondrial RNA virus S25
85173,Narnaviridae,Mitovirus,Gremmeniella abietina mitochondrial RNA virus S26
85174,Narnaviridae,Mitovirus,Gremmeniella abietina mitochondrial RNA virus S27
85175,Narnaviridae,Mitovirus,Gremmeniella abietina mitochondrial RNA virus S28
85176,Narnaviridae,Mitovirus,Gremmeniella abietina mitochondrial RNA virus S29
85177,Narnaviridae,Mitovirus,Gremmeniella abietina mitochondrial RNA virus S3
85178,Narnaviridae,Mitovirus,Gremmeniella abietina mitochondrial RNA virus S30
85179,Narnaviridae,Mitovirus,Gremmeniella abietina mitochondrial RNA virus S31
85180,Narnaviridae,Mitovirus,Gremmeniella abietina mitochondrial RNA virus S32
85181,Narnaviridae,Mitovirus,Gremmeniella abietina mitochondrial RNA virus S4
85182,Narnaviridae,Mitovirus,Gremmeniella abietina mitochondrial RNA virus S5
85183,Narnaviridae,Mitovirus,Gremmeniella abietina mitochondrial RNA virus S6
85184,Narnaviridae,Mitovirus,Gremmeniella abietina mitochondrial RNA virus S7
85185,Narnaviridae,Mitovirus,Gremmeniella abietina mitochondrial RNA virus S8
85186,Narnaviridae,Mitovirus,Gremmeniella abietina mitochondrial RNA virus S9
85187,Narnaviridae,Mitovirus,Gremmeniella abietina non-host-specific mitochondrial RNA virus S1
85256,Nanoviridae,Nanovirus,Faba bean yellow leaf virus
85257,Astroviridae,Mamastrovirus,Astrovirus wild boar/WBAstV-1/2011/HUN
85258,Picobirnaviridae,Picobirnavirus,Porcine picobirnavirus group II
85642,Astroviridae,,Murine astrovirus
85650,Geminiviridae,Begomovirus,Tomato leaf curl Togo virus
85657,Potyviridae,Potyvirus,Amaranthus mosaic potyvirus
85658,Reoviridae,,Acinopterus angulatus reovirus
85659,Parvoviridae,,Porcine partetravirus JSLH70
85660,Parvoviridae,,Porcine partetravirus JSNJ62
85661,Parvoviridae,,Porcine partetravirus JSNT73
85662,Parvoviridae,,Porcine partetravirus JSZJ79
85965,Geminiviridae,Begomovirus,Jasmine yellow mosaic begomovirus
85966,Potyviridae,Potyvirus,Jasmine yellow mosaic potyvirus-[Jasminum sambac]
86531,Bunyaviridae,Hantavirus,Necocli virus
86533,Coronaviridae,Alphacoronavirus,Bat coronavirus M.daubentonii/UK/Wyt/962A
86534,Coronaviridae,Alphacoronavirus,Bat coronavirus M.daubentonii/UK/Wyt/964Co
86535,Coronaviridae,Alphacoronavirus,Bat coronavirus M.daubentonii/UK/Wyt/971Co
86536,Coronaviridae,Alphacoronavirus,Bat coronavirus M.daubentonii/UK/Wyt/972A
86537,Coronaviridae,Alphacoronavirus,Bat coronavirus M.daubentonii/UK/Wyt/991C
86538,Coronaviridae,Alphacoronavirus,Bat coronavirus M.nattereri/UK/Sav/1088A
86539,Coronaviridae,Alphacoronavirus,Bat coronavirus M.nattereri/UK/Sav/1089B
86540,Coronaviridae,Alphacoronavirus,Bat coronavirus M.nattereri/UK/Sav/1091C
86541,Coronaviridae,Alphacoronavirus,Bat coronavirus M.nattereri/UK/Sav/1092B
86542,Coronaviridae,Alphacoronavirus,Bat coronavirus M.nattereri/UK/Sav/1095A
86543,Coronaviridae,Alphacoronavirus,Bat coronavirus M.nattereri/UK/Sav/1106A
86544,Coronaviridae,Alphacoronavirus,Bat coronavirus M.nattereri/UK/Sav/1108A
86545,Coronaviridae,Alphacoronavirus,Bat coronavirus M.nattereri/UK/Wyt/1011A
86546,Coronaviridae,Alphacoronavirus,Bat coronavirus M.nattereri/UK/Wyt/1012B
86547,Coronaviridae,Alphacoronavirus,Bat coronavirus M.nattereri/UK/Wyt/1018A
86548,Coronaviridae,Alphacoronavirus,Bat coronavirus M.nattereri/UK/Wyt/1019A
86549,Coronaviridae,Alphacoronavirus,Bat coronavirus M.nattereri/UK/Wyt/1020A
86550,Coronaviridae,Alphacoronavirus,Bat coronavirus M.nattereri/UK/Wyt/1023A
86772,Geminiviridae,Curtovirus,Curtovirus pCO-95-6-31
86836,Geminiviridae,Begomovirus,Acalypha yellow mosaic Siliguri virus
86858,Bunyaviridae,Phlebovirus,Phlebovirus ZJ1/China/2011
86864,Totiviridae,Victorivirus,Rosellinia necatrix victorivirus 1
86865,Partitiviridae,,Rosellinia necatrix partitivirus 3
86866,Partitiviridae,,Rosellinia necatrix partitivirus 4
86867,Partitiviridae,,Rosellinia necatrix partitivirus 5
86873,Circoviridae,,Circovirus-like NI/2007-3
87225,Rhabdoviridae,,Tomato rhabdovirus Beltsville
87227,Picornaviridae,Dicipivirus,Cadicivirus A
87234,Inoviridae,Inovirus,Ralstonia phage RSS0
87255,Orthomyxoviridae,,Cygnet River virus
87263,Parvoviridae,,Blattella germanica densovirus-like virus
87264,Closteroviridae,Closterovirus,Arkansas fig closterovirus 1
87295,Picornaviridae,Aphthovirus,Bovine rhinitis A virus
87370,Picornaviridae,Enterovirus,Enterovirus strain IGIB-NIV-02
87408,Reoviridae,,Piscine reovirus
87409,Astroviridae,Mamastrovirus,Canine astrovirus
87410,Spiraviridae,,Aeropyrum coil-shaped virus
87496,Parvoviridae,Protoparvovirus,Parvovirus 4-like MK-2012
87500,Rhabdoviridae,,Chaco virus
87501,Rhabdoviridae,,Marco virus
87502,Rhabdoviridae,,Timbo virus
87503,Rhabdoviridae,,Caiman lizard rhabdovirus
87504,Rhabdoviridae,,Sena Maduriera virus
87541,Togaviridae,Alphavirus,Southern elephant seal virus
87591,Coronaviridae,Deltacoronavirus,Common moorhen coronavirus HKU21
87592,Coronaviridae,Deltacoronavirus,Magpie-robin coronavirus HKU18
87593,Coronaviridae,Deltacoronavirus,Night heron coronavirus HKU19
87594,Coronaviridae,Deltacoronavirus,Coronavirus HKU15
87595,Coronaviridae,Deltacoronavirus,Sparrow coronavirus HKU17
87596,Coronaviridae,Deltacoronavirus,White-eye coronavirus HKU16
87597,Coronaviridae,Deltacoronavirus,Wigeon coronavirus HKU20
87621,Coronaviridae,Betacoronavirus,Rabbit coronavirus HKU14
87628,Astroviridae,Mamastrovirus,Rabbit astrovirus TN/2208/2010
87980,Narnaviridae,Mitovirus,Clitocybe odora virus
87981,Geminiviridae,Begomovirus,Tomato rugose yellow leaf curl virus
87989,Chrysoviridae,Chrysovirus,Raphanus sativas chrysovirus 1
87995,Geminiviridae,Mastrevirus,Chickpea yellows virus
88114,Totiviridae,,Tianjin totivirus
88167,Circoviridae,Gyrovirus,Gyrovirus GyV3
88184,Reoviridae,,Reovirus GCRV104
88227,Parvoviridae,Bocaparvovirus,Porcine bocavirus
88282,Luteoviridae,,Cotton bunchy top virus
88283,Astroviridae,,Astrovirus CDB-2012
88385,Bunyaviridae,Hantavirus,Dabieshan virus
88388,Potyviridae,Potyvirus,Gazar virus Y
88408,Totiviridae,Totivirus,Xanthophyllomyces dendrorhous virus L1A
88409,Totiviridae,Totivirus,Xanthophyllomyces dendrorhous virus L1b
88411,Rhabdoviridae,Lyssavirus,Ikoma lyssavirus
88414,Picornaviridae,Hunnivirus,Hunnivirus A
88415,Parvoviridae,Protoparvovirus,Badger parvovirus
88510,Circoviridae,Circovirus,Acartia tonsa copepod circovirus
88513,Rhabdoviridae,Cytorhabdovirus,Maize yellow striate virus
88518,Nodaviridae,Betanodavirus,Betanodavirus S1.Tun01.11
88519,Nodaviridae,Betanodavirus,Betanodavirus S2.Tun02.11
88520,Nodaviridae,Betanodavirus,Betanodavirus S1.Tun03.11
88521,Nodaviridae,Betanodavirus,Betanodavirus N.Tun04.11
88522,Nodaviridae,Betanodavirus,Betanodavirus S3.Tun05.11
88523,Nodaviridae,Betanodavirus,Betanodavirus S1.Tun06.11
88524,Nodaviridae,Betanodavirus,Betanodavirus S1.Tun07.11
88525,Nodaviridae,Betanodavirus,Betanodavirus S1.Tun08.11
88526,Nodaviridae,Betanodavirus,Betanodavirus S1.Tun09.11
88527,Nodaviridae,Betanodavirus,Betanodavirus S1.Tun10.11
88528,Nodaviridae,Betanodavirus,Betanodavirus S1.Tun11.11
88529,Nodaviridae,Betanodavirus,Betanodavirus N.Tun12.11
88530,Nodaviridae,Betanodavirus,Betanodavirus N.Tun13.11
88531,Nodaviridae,Betanodavirus,Betanodavirus N.Tun14.11
88532,Nodaviridae,Betanodavirus,Betanodavirus N.Tun15.11
88533,Nodaviridae,Betanodavirus,Betanodavirus N.Tun16.11
88729,Virgaviridae,Tobamovirus,Wasabi mottle virus
88737,Dicistroviridae,,Dicistroviridae SC2638
88738,Dicistroviridae,,Dicistroviridae SC2803
88739,Dicistroviridae,,Dicistroviridae SC3842
88740,Dicistroviridae,,Dicistroviridae SC3921
88741,Dicistroviridae,,Dicistroviridae SC4317
88742,Circoviridae,,Circoviridae batCV-SC703
88744,Parvoviridae,Ambidensovirus,Densovirus SC1065
88745,Parvoviridae,Ambidensovirus,Densovirus SC1118
88746,Parvoviridae,Ambidensovirus,Densovirus SC116
88747,Parvoviridae,Ambidensovirus,Densovirus SC2121
88748,Parvoviridae,Ambidensovirus,Densovirus SC2209
88749,Parvoviridae,Ambidensovirus,Densovirus SC2228
88750,Parvoviridae,Ambidensovirus,Densovirus SC2886
88751,Parvoviridae,Ambidensovirus,Densovirus SC3749
88752,Parvoviridae,Ambidensovirus,Densovirus SC3908
88753,Parvoviridae,Ambidensovirus,Densovirus SC4092
88754,Parvoviridae,Ambidensovirus,Densovirus SC444
88755,Parvoviridae,Ambidensovirus,Densovirus SC525
88756,Parvoviridae,Dependoparvovirus,Bat AAV SC2991
88757,Parvoviridae,Dependoparvovirus,Bat AAV SC3386
88758,Parvoviridae,Dependoparvovirus,Bat AAV SC4399
88759,Parvoviridae,Dependoparvovirus,Bat feces associated picorna-like virus SC2797
88760,Parvoviridae,Dependoparvovirus,Bat feces associated picorna-like virus SC3066
88761,Parvoviridae,Protoparvovirus,Bat parvovirus SC630
88767,Nodaviridae,Betanodavirus,Clown fish nervous necrosis virus
88769,Paramyxoviridae,Morbillivirus,Feline morbillivirus
88770,Paramyxoviridae,,Paramyxovirus IFBPV32/2012
88800,Reoviridae,Orbivirus,Pata virus
88843,Geminiviridae,Begomovirus,Bougainvillea leaf curl virus
88844,Geminiviridae,Begomovirus,Melia leaf curl virus
88845,Geminiviridae,Begomovirus,Vinca leaf curl virus
88846,Geminiviridae,Begomovirus,Vinca yellow vein virus
88847,Geminiviridae,Begomovirus,Alternanthera leaf curl virus
88848,Geminiviridae,Begomovirus,Marigold leaf curl virus
88849,Geminiviridae,Begomovirus,Lantana yellow vein virus
89201,Caliciviridae,,Turkey calicivirus
89202,Caliciviridae,,Chicken calicivirus
89207,Flaviviridae,,Mogiana tick virus
89208,Bunyaviridae,Phlebovirus,Phlebovirus WCH/97/HN/China/2011
89211,Orthomyxoviridae,Influenzavirus D,Influenza D virus
89273,Rhabdoviridae,Vesiculovirus,Yug Bogdanovac virus
89274,Circoviridae,Circovirus,Labidocera aestiva circovirus
89321,Bunyaviridae,Hantavirus,Mouyassue virus
89322,Geminiviridae,Mastrevirus,Wheat dwarf India virus
89323,Parvoviridae,Bocaparvovirus,Carnivore bocaparvovirus 3
89479,Potyviridae,Potyvirus,Tomato necrotic stunt virus
89488,Astroviridae,Avastrovirus,Avastrovirus guineafowl/ITA/2010/Bari-ELVA
89489,Caliciviridae,Vesivirus,Canine vesivirus
89498,Alphaflexiviridae,Potexvirus,Pitaya virus X
89510,Geminiviridae,,Grapevine red-blotch associated virus
89537,Betaflexiviridae,Carlavirus,American hop latent virus
89540,Closteroviridae,,Cordyline virus 2
89541,Closteroviridae,,Cordyline virus 3
89542,Closteroviridae,,Cordyline virus 4
89758,Geminiviridae,Mastrevirus,Maize streak Reunion virus
89779,Partitiviridae,,Persimmon cryptic virus
90007,Caliciviridae,Sapovirus,Bat sapovirus TLC72/HK
90008,Caliciviridae,Sapovirus,Bat sapovirus TLC34/HK
90009,Caliciviridae,Sapovirus,Bat sapovirus TLC38/HK
90010,Caliciviridae,Sapovirus,Bat sapovirus TLC39/HK
90011,Caliciviridae,Sapovirus,Bat sapovirus TLC58/HK
90041,Picobirnaviridae,Picobirnavirus,Otarine picobirnavirus
90045,Endornaviridae,Endornavirus,Phaseolus vulgaris endornavirus 1
90046,Endornaviridae,Endornavirus,Phaseolus vulgaris endornavirus 2
90050,Geminiviridae,,Peristrophe mosaic virus
90052,Potyviridae,Potyvirus,Vallota speciosa virus
90757,Picornaviridae,Cosavirus,Cosavirus AFP-2012
90758,Picornaviridae,Cosavirus,Cosavirus IND/2010
90797,Togaviridae,Alphavirus,Alphavirus JDD-2012
90817,Parvoviridae,,Fruit bat parvovirus
90820,Circoviridae,Circovirus,Canine circovirus
90837,Sunviridae,Sunshinevirus,Reptile sunshinevirus 1
90839,Bromoviridae,Anulavirus,Amazon lily mild mottle virus
90841,Picobirnaviridae,Picobirnavirus,Picobirnavirus CHN49-like
90842,Picobirnaviridae,Picobirnavirus,Picobirnavirus monkey/CHN-16/2002
90843,Picobirnaviridae,Picobirnavirus,Picobirnavirus monkey/CHN-17/2002
90844,Picobirnaviridae,Picobirnavirus,Picobirnavirus monkey/CHN-18/2002
90845,Picobirnaviridae,Picobirnavirus,Picobirnavirus monkey/CHN-19/2002
90846,Picobirnaviridae,Picobirnavirus,Picobirnavirus monkey/CHN-2/2002
90847,Picobirnaviridae,Picobirnavirus,Picobirnavirus monkey/CHN-20/2002
90848,Picobirnaviridae,Picobirnavirus,Picobirnavirus monkey/CHN-22/2002
90849,Picobirnaviridae,Picobirnavirus,Picobirnavirus monkey/CHN-25/2002
90850,Picobirnaviridae,Picobirnavirus,Picobirnavirus monkey/CHN-27/2002
90851,Picobirnaviridae,Picobirnavirus,Picobirnavirus monkey/CHN-28/2002
90852,Picobirnaviridae,Picobirnavirus,Picobirnavirus monkey/CHN-3/2002
90853,Picobirnaviridae,Picobirnavirus,Picobirnavirus monkey/CHN-33/2002
90854,Picobirnaviridae,Picobirnavirus,Picobirnavirus monkey/CHN-34/2002
90855,Picobirnaviridae,Picobirnavirus,Picobirnavirus monkey/CHN-36/2002
90856,Picobirnaviridae,Picobirnavirus,Picobirnavirus monkey/CHN-37/2002
90857,Picobirnaviridae,Picobirnavirus,Picobirnavirus monkey/CHN-38/2002
90858,Picobirnaviridae,Picobirnavirus,Picobirnavirus monkey/CHN-4/2002
90859,Picobirnaviridae,Picobirnavirus,Picobirnavirus monkey/CHN-41/2002
90860,Picobirnaviridae,Picobirnavirus,Picobirnavirus monkey/CHN-45/2002
90861,Picobirnaviridae,Picobirnavirus,Picobirnavirus monkey/CHN-46/2002
90862,Picobirnaviridae,Picobirnavirus,Picobirnavirus monkey/CHN-48/2002
90864,Picobirnaviridae,Picobirnavirus,Picobirnavirus monkey/CHN-5/2002
90865,Picobirnaviridae,Picobirnavirus,Picobirnavirus monkey/CHN-51/2002
90866,Picobirnaviridae,Picobirnavirus,Picobirnavirus monkey/CHN-53/2002
90867,Picobirnaviridae,Picobirnavirus,Picobirnavirus monkey/CHN-56/2002
90868,Picobirnaviridae,Picobirnavirus,Picobirnavirus monkey/CHN-59/2002
90869,Picobirnaviridae,Picobirnavirus,Picobirnavirus monkey/CHN-60/2002
90870,Picobirnaviridae,Picobirnavirus,Picobirnavirus monkey/CHN-61/2002
90871,Picobirnaviridae,Picobirnavirus,Picobirnavirus monkey/CHN-62/2002
90872,Picobirnaviridae,Picobirnavirus,Picobirnavirus monkey/CHN-65/2002
90873,Picobirnaviridae,Picobirnavirus,Picobirnavirus monkey/CHN-66/2002
90874,Picobirnaviridae,Picobirnavirus,Picobirnavirus monkey/CHN-67/2002
90875,Picobirnaviridae,Picobirnavirus,Picobirnavirus monkey/CHN-70/2002
90876,Picobirnaviridae,Picobirnavirus,Picobirnavirus monkey/CHN-71/2002
90877,Picobirnaviridae,Picobirnavirus,Picobirnavirus monkey/CHN-72/2002
90878,Picobirnaviridae,Picobirnavirus,Picobirnavirus monkey/CHN-73/2002
90879,Picobirnaviridae,Picobirnavirus,Picobirnavirus monkey/CHN-74/2002
90880,Picobirnaviridae,Picobirnavirus,Picobirnavirus monkey/CHN-76/2002
90881,Picobirnaviridae,Picobirnavirus,Picobirnavirus monkey/CHN-78/2002
90882,Picobirnaviridae,Picobirnavirus,Picobirnavirus monkey/CHN-79/2003
90883,Picobirnaviridae,Picobirnavirus,Picobirnavirus monkey/CHN-8/2002
